Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01371","Almonds, in shell","2022","2022","1000 Int$","26890","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2004","2004","1000 SLC","427","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2005","2005","1000 SLC","504","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2006","2006","1000 SLC","1054","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2007","2007","1000 SLC","602","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2008","2008","1000 SLC","1000","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2009","2009","1000 SLC","1010","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2010","2010","1000 SLC","1071","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2011","2011","1000 SLC","1146","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2012","2012","1000 SLC","1158","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2013","2013","1000 SLC","1335","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2014","2014","1000 SLC","1024","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2015","2015","1000 SLC","2640","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2016","2016","1000 SLC","2118","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2017","2017","1000 SLC","2175","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2018","2018","1000 SLC","1919","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2019","2019","1000 SLC","1373","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2020","2020","1000 SLC","3291","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2021","2021","1000 SLC","8507","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01371","Almonds, in shell","2022","2022","1000 SLC","12551","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","1994","1994","1000 SLC","439","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","1995","1995","1000 SLC","439","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","1996","1996","1000 SLC","435","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","1997","1997","1000 SLC","416","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","1998","1998","1000 SLC","530","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","1999","1999","1000 SLC","200","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2000","2000","1000 SLC","256","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2001","2001","1000 SLC","383","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2002","2002","1000 SLC","549","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2003","2003","1000 SLC","424","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2004","2004","1000 SLC","575","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2005","2005","1000 SLC","543","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2006","2006","1000 SLC","1135","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2007","2007","1000 SLC","1081","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2008","2008","1000 SLC","1077","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2009","2009","1000 SLC","1087","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2010","2010","1000 SLC","1122","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2011","2011","1000 SLC","1204","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2012","2012","1000 SLC","1217","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2013","2013","1000 SLC","1402","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2014","2014","1000 SLC","1070","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2015","2015","1000 SLC","2369","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2016","2016","1000 SLC","2280","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2017","2017","1000 SLC","2342","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2018","2018","1000 SLC","2233","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2019","2019","1000 SLC","1972","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2020","2020","1000 SLC","3164","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2021","2021","1000 SLC","6710","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","55","Gross Production Value (constant 2014-2016 thousand SLC)","01371","Almonds, in shell","2022","2022","1000 SLC","11452","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2004","2004","1000 USD","435","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2005","2005","1000 USD","533","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2006","2006","1000 USD","1180","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2007","2007","1000 USD","702","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2008","2008","1000 USD","1217","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2009","2009","1000 USD","1257","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2010","2010","1000 USD","1334","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2011","2011","1000 USD","1451","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2012","2012","1000 USD","1474","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2013","2013","1000 USD","1701","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2014","2014","1000 USD","1305","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2015","2015","1000 USD","2577","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2016","2016","1000 USD","1327","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2017","2017","1000 USD","1264","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2018","2018","1000 USD","1129","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2019","2019","1000 USD","808","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2020","2020","1000 USD","1936","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2021","2021","1000 USD","5004","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","57","Gross Production Value (current thousand US$)","01371","Almonds, in shell","2022","2022","1000 USD","7383","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","1994","1994","1000 USD","423","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","1995","1995","1000 USD","423","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","1996","1996","1000 USD","419","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","1997","1997","1000 USD","400","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","1998","1998","1000 USD","510","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","1999","1999","1000 USD","193","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2000","2000","1000 USD","247","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2001","2001","1000 USD","369","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2002","2002","1000 USD","529","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2003","2003","1000 USD","409","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2004","2004","1000 USD","554","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2005","2005","1000 USD","523","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2006","2006","1000 USD","1093","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2007","2007","1000 USD","1041","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2008","2008","1000 USD","1037","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2009","2009","1000 USD","1047","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2010","2010","1000 USD","1081","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2011","2011","1000 USD","1159","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2012","2012","1000 USD","1172","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2013","2013","1000 USD","1350","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2014","2014","1000 USD","1031","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2015","2015","1000 USD","2281","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2016","2016","1000 USD","2196","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2017","2017","1000 USD","2256","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2018","2018","1000 USD","2151","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2019","2019","1000 USD","1899","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2020","2020","1000 USD","3047","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2021","2021","1000 USD","6463","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","58","Gross Production Value (constant 2014-2016 thousand US$)","01371","Almonds, in shell","2022","2022","1000 USD","11031","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","1994","1994","1000 Int$","44973","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","1995","1995","1000 Int$","45098","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","1996","1996","1000 Int$","44654","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","1997","1997","1000 Int$","42666","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","1998","1998","1000 Int$","54174","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","1999","1999","1000 Int$","53950","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2000","2000","1000 Int$","60541","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2001","2001","1000 Int$","64221","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2002","2002","1000 Int$","60699","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2003","2003","1000 Int$","72852","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2004","2004","1000 Int$","64796","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2005","2005","1000 Int$","76963","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2006","2006","1000 Int$","84181","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2007","2007","1000 Int$","88266","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2008","2008","1000 Int$","96770","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2009","2009","1000 Int$","96400","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2010","2010","1000 Int$","99906","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2011","2011","1000 Int$","105288","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2012","2012","1000 Int$","110812","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2013","2013","1000 Int$","116436","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2014","2014","1000 Int$","119099","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2015","2015","1000 Int$","121020","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2016","2016","1000 Int$","120028","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2017","2017","1000 Int$","129844","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2018","2018","1000 Int$","130819","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2019","2019","1000 Int$","138172","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2020","2020","1000 Int$","142266","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2021","2021","1000 Int$","145559","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","152","Gross Production Value (constant 2014-2016 thousand I$)","01341","Apples","2022","2022","1000 Int$","150190","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2001","2001","1000 SLC","29117","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2002","2002","1000 SLC","31764","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2003","2003","1000 SLC","40748","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2004","2004","1000 SLC","30750","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2005","2005","1000 SLC","54624","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2006","2006","1000 SLC","79366","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2007","2007","1000 SLC","93502","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2008","2008","1000 SLC","114812","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2009","2009","1000 SLC","108246","E","Estimated value"
"QV","Value of Agricultural Production","031","Azerbaijan","56","Gross Production Value (current thousand SLC)","01341","Apples","2010","2010","1000 SLC","129116","E","Estimated value"
